Batch	Loss
40	0.09085520629596432
80	0.036849733817871315
120	0.03584230267260864
160	0.035668921719116044
200	0.035561979697013156
240	0.03546318756743858
280	0.03534486068219849
320	0.03520256562951545
360	0.03502487452051355
400	0.03472876670371079
440	0.03424933725705159
480	0.033375584251689364
520	0.031638802333282
560	0.029239789829580334
600	0.027179998047176926
640	0.02594909938907222
680	0.025116821879873897
720	0.02436075671685103
760	0.023906229856947903
800	0.023564899571829303
840	0.023301857343540178
880	0.023157628372609908
920	0.022947508787365224
960	0.022759808464252275
1000	0.022624643950621248
1040	0.022541617480783316
1080	0.02236171502045181
1120	0.022225946680373455
1160	0.02301708400609641
1200	0.022671429783804344
1240	0.022267876787918795
1280	0.022039685733761874
1320	0.021918664728218573
1360	0.021778329575317914
1400	0.021664583835445228
1440	0.021557030828989812
1480	0.0214453627828334
1520	0.021336417174279632
1560	0.02123110438369622
1600	0.02116862940747524
1640	0.021115518393889945
1680	0.02032564614837611
1720	0.019108981822864735
1760	0.018493751152527695
1800	0.01785803223738185
1840	0.017098720621106622
1880	0.016700137786756386
1920	0.016276102455231013
1960	0.015504106236949157
2000	0.015006679451835226
2040	0.014548989683316905
2080	0.014138273172466144
2120	0.01381302144854999
2160	0.013514673997815408
2200	0.013219993973507371
2240	0.012952480780222687
2280	0.012752179160634114
2320	0.012541161321314576
2360	0.01244149762824236
2400	0.012319936795029207
2440	0.012308011587811052
2480	0.012246276960831894
2520	0.012046851101058565
2560	0.011881306535997282
2600	0.012022597884424613
2640	0.01188920892072929
2680	0.011691556985078934
2720	0.011803252969002642
2760	0.011573000713087823
2800	0.01128065874827371
2840	0.010993832382428083
2880	0.010792103199355552
2920	0.010639473984019788
2960	0.010489029065456635
3000	0.010394399903771046
3040	0.01036591208758182
3080	0.010288380857855373
3120	0.010296634451310639
3160	0.010238053693910842
3200	0.01034638705971247
3240	0.010251533339464915
3280	0.010394921226475163
3320	0.010307406914444074
3360	0.010175197434409712
3400	0.010437277621952035
3440	0.010251055389881004
3480	0.010095010327916043
3520	0.009854662839472894
3560	0.009703057730621368
3600	0.009715322596093756
3640	0.009787151175135024
3680	0.009775701282933369
3720	0.00966510800086553
3760	0.009465890133992617
3800	0.00942902938129464
3840	0.009462682238813615
3880	0.00949229813318766
3920	0.009435023962407741
3960	0.009392030509968664
4000	0.00933711632517884
